,y
1309,0
35349,0
13569,0
1514,0
11444,1
11179,0
10455,0
23286,0
9462,0
23917,0
11094,0
2634,0
34265,0
13333,0
20462,0
7593,0
31786,0
39017,0
27100,0
5253,0
20440,0
33952,0
10446,0
4229,0
35977,0
39777,0
15077,0
17943,0
16164,0
18586,0
6896,0
38719,0
30213,0
6760,0
39615,1
8531,0
34837,0
30178,0
6763,0
40102,0
4694,1
17322,0
40829,0
35192,0
10972,0
10531,0
35501,0
24750,0
471,0
18720,0
10051,0
24367,0
34390,0
12069,0
33796,0
31150,0
23454,0
32177,0
24628,0
4864,0
15417,0
32326,0
39917,1
41020,1
9664,0
17981,0
27166,0
17152,0
4347,0
28434,1
14993,0
33425,1
17046,0
13457,1
13163,0
4714,0
31014,0
7503,0
13764,0
3182,0
37959,0
10291,0
7476,0
18366,0
6512,0
2301,0
8094,0
16310,0
32594,0
17715,0
17903,0
30835,0
3639,0
23994,0
22969,0
26178,0
27868,1
9874,0
24590,0
3037,0
35678,0
33329,0
20129,0
15631,0
1452,0
28708,0
28923,0
32080,0
27161,1
33705,0
30469,0
7854,0
19641,0
11586,0
39144,1
30201,0
1940,0
30203,1
7443,0
28787,0
22813,0
38204,1
33401,0
33169,0
1136,0
14541,0
38010,0
21941,0
38500,0
2958,0
23621,0
26376,0
36707,1
38331,1
15510,0
33174,1
2234,0
22976,0
27954,0
28695,0
12601,0
16128,0
16150,0
29540,0
7284,0
5291,0
3994,0
9083,0
4132,0
142,0
37921,0
26466,0
2925,0
29248,0
15214,0
10183,0
39658,1
39868,1
3043,0
18782,0
18407,0
4112,0
33805,0
28439,0
25521,0
18422,0
9397,0
33830,0
27739,0
12710,0
1242,0
40717,1
14128,0
13456,0
22910,0
4883,0
26650,0
26226,0
5417,0
36987,0
18595,0
24217,0
11222,0
37088,0
25421,0
12897,0
32414,0
5359,0
15870,0
32375,0
32575,0
25029,0
18662,0
29726,1
19542,0
29560,0
18304,0
2492,0
11055,0
39,0
23163,0
32342,0
4785,0
20397,0
17630,0
20957,0
36773,0
3535,0
14403,0
36663,1
34415,0
17088,1
30037,0
23309,0
33874,0
21512,0
7817,1
13528,0
23880,0
40712,0
39831,1
20415,0
33987,0
32751,0
9851,0
36854,0
4002,0
18461,0
34726,0
9340,0
17374,0
320,0
23042,0
26647,0
80,0
23847,0
16835,1
265,0
33380,0
38003,0
15506,0
6906,0
20519,0
37342,0
40181,0
11255,1
23542,0
658,0
3870,0
38354,0
1893,0
29544,0
24577,0
31975,0
4049,0
7852,0
25049,0
25635,0
37002,1
12771,0
18061,0
8497,0
1600,0
28243,0
30301,1
40900,1
22871,0
19149,0
26437,0
34017,0
38954,0
22055,0
37224,0
35104,0
16826,0
4590,0
37732,0
38576,0
15588,0
8630,0
27860,0
18236,0
24999,0
10399,0
11911,0
7302,0
16132,0
30124,0
10457,0
1274,0
30358,0
1335,0
28066,0
15720,0
28813,0
6627,0
4215,0
3760,0
24895,0
34361,0
25288,0
1327,0
23310,0
33575,0
27311,0
20454,0
18706,0
29767,1
1630,0
19529,1
10474,0
37015,0
14982,0
18266,0
27796,0
7894,0
29526,0
28103,0
21232,0
26751,0
30159,1
33857,0
28896,0
24886,0
35260,1
484,0
38318,1
24856,0
15516,0
542,0
3894,0
17610,0
18193,0
30346,0
26744,0
9148,0
39306,0
33612,0
37781,0
659,0
30349,0
7910,0
6564,0
6926,0
18322,0
27635,0
22032,0
38233,0
30854,0
7063,0
9465,0
27444,0
1111,0
26658,0
32526,0
30279,0
38702,0
24540,0
21039,0
16790,0
25814,0
32998,0
38116,0
15399,0
38304,0
36029,0
12451,0
38100,0
39790,0
9526,0
11008,0
31368,0
20445,0
39722,0
29964,0
5917,0
23327,0
11414,0
30698,0
10258,0
19526,0
38491,1
38755,1
23390,0
22247,0
27967,0
13317,0
33922,0
27794,0
1419,0
1837,0
26995,0
35528,0
21925,0
16633,0
22788,0
14423,0
20878,0
2760,0
4936,0
27296,0
21252,0
15659,0
601,0
34987,0
25813,0
20299,0
25311,0
11827,0
38658,0
1081,0
25097,0
11404,0
28591,1
27671,0
28995,0
39792,0
11038,0
38131,0
20344,0
1747,0
26934,0
983,0
21809,0
31848,0
11964,0
6123,0
31723,0
20407,0
12712,0
4263,0
12964,0
1590,0
15371,0
28179,0
39096,0
34533,0
33252,0
10026,0
15699,0
33655,0
2527,0
37166,0
2009,0
29775,0
30615,0
34754,0
14239,0
40224,0
32320,0
22930,0
35291,0
34315,1
14025,0
15751,0
38290,0
2350,0
5296,0
32456,0
31136,0
21280,0
38812,0
1766,0
2630,0
39620,0
21219,0
19039,1
27580,0
33244,0
22507,0
16651,0
22936,1
31379,0
27733,1
25899,0
19877,0
22564,0
39333,1
21299,0
11823,0
17300,0
40674,1
27846,1
4272,0
16794,0
11204,0
40806,0
17193,0
15787,1
37120,0
107,0
12604,0
32667,0
15061,0
5981,0
6339,0
11604,0
27987,1
40008,1
17688,0
32599,0
25144,0
33954,0
8881,0
5769,0
38579,0
11872,0
7489,0
17047,0
10042,0
34950,0
41051,0
15364,0
8744,0
37844,0
34753,0
10021,0
24993,0
39858,0
12079,0
14916,0
7029,0
7584,0
4664,0
2858,0
15603,0
26495,0
406,0
15034,0
36413,1
40530,0
7864,0
7069,0
2187,0
7408,0
5601,0
41028,0
33284,0
5720,0
21448,0
29487,0
34446,0
31055,0
38098,0
3609,0
24181,0
2079,0
6933,0
12819,0
40139,1
20420,0
40397,0
37970,1
20356,0
5447,0
38553,0
3028,0
13356,0
7719,1
21052,0
29211,0
25872,0
24812,0
1825,0
19394,0
29166,1
281,0
32856,0
2951,0
32223,0
29245,0
39070,0
13892,0
39453,1
13241,0
16976,0
34530,0
146,0
5435,1
19130,1
30025,1
19727,0
35925,0
9606,0
38807,1
5582,0
13388,0
37151,0
30244,0
40088,0
30966,0
18051,0
11313,0
32937,0
16839,0
25273,0
39429,0
7355,0
22859,1
9675,0
28588,0
13097,0
36573,0
7570,0
30601,1
31855,0
19333,0
1502,0
23230,0
1024,0
18776,0
31185,0
20365,0
6029,0
13295,0
615,0
8707,0
28623,0
25219,0
36064,0
28597,0
10272,0
26982,0
19895,0
20728,0
910,0
1950,0
22450,0
9908,0
23496,0
39645,0
18749,0
30676,0
26005,0
21900,0
4805,0
31328,0
25795,0
20635,0
36979,1
3040,0
28762,0
19066,0
33027,0
19070,0
4040,0
10779,0
16286,0
11123,1
24530,0
1015,0
1974,0
3497,0
2283,0
38569,1
1211,0
27605,0
16547,0
4180,0
36509,1
34524,0
17675,0
40250,1
12596,0
25616,0
26766,0
8900,0
19829,0
25050,0
113,0
17995,0
31797,0
24377,0
4164,1
30856,0
4988,0
7873,0
38444,1
4518,0
16665,0
15560,0
15056,0
38885,1
25494,0
9620,0
19421,0
36960,1
39263,0
28764,0
34469,0
26838,0
35845,0
426,0
32062,0
28268,0
34036,0
7242,0
18201,0
24379,1
6600,0
30511,0
37842,0
37481,0
27814,0
1549,0
15896,0
28954,0
35490,0
22740,0
29879,0
1147,0
37161,1
208,0
3606,0
34214,0
16385,0
39098,1
38942,1
15973,0
13114,0
13783,0
29219,0
7773,0
27588,0
19307,0
18807,0
715,0
23965,0
36144,0
35013,1
26844,0
37726,1
32020,0
37022,0
13065,0
5252,0
9273,0
24879,0
15059,0
33856,0
34962,0
38978,0
16748,0
20339,0
35082,1
36202,0
26606,1
2006,0
15913,0
28882,0
15474,1
21639,0
25576,0
38507,0
32235,0
19407,0
32674,0
13458,0
12360,0
13303,0
12779,0
23037,0
5142,0
26902,0
968,0
21956,0
12933,0
27805,1
19434,0
19879,0
26569,0
30814,0
806,0
20757,0
6218,0
14988,0
15617,0
2695,0
34477,0
11153,0
168,0
27956,0
4260,0
15227,0
11547,0
30079,0
5807,0
35449,0
3970,0
19744,0
1043,0
9142,0
16337,1
37371,0
27195,0
29467,0
2302,0
13774,0
29069,0
35316,1
19038,0
966,0
6616,0
40254,0
17503,0
5240,0
6553,0
18265,0
15607,0
11833,0
14767,0
39680,1
7687,0
24567,0
21729,0
35412,0
10489,0
3340,0
25211,0
15139,0
19229,0
11261,0
25997,0
1608,1
15957,0
12500,0
11322,0
16153,0
36373,0
17615,0
1755,0
26120,0
20250,0
36243,0
34865,0
1389,0
15055,0
15834,0
31773,0
19138,0
34342,0
31036,0
24214,1
20001,0
9121,0
10961,0
3507,0
4755,0
13675,0
14870,0
31937,0
18551,0
7039,0
17181,1
26151,0
33426,0
34237,0
20943,0
27839,0
36776,1
15177,0
11317,1
39870,0
38615,1
35862,0
22884,0
16918,0
41095,0
26718,0
32323,0
37712,0
21510,0
12146,0
18474,0
35520,0
28250,0
30846,0
36359,0
29787,0
746,0
36521,0
23714,0
19476,0
35738,0
22921,0
35764,0
31449,0
38378,0
2215,0
38528,0
36092,1
12759,0
32805,1
38163,0
37508,0
40656,1
26642,0
37019,1
28970,0
8591,0
9858,0
4066,0
41105,0
25738,0
31480,0
5935,0
26953,0
27490,0
24890,0
38859,0
6820,0
760,0
389,1
3003,0
33315,0
34924,0
15552,0
39481,1
10120,0
40506,1
31864,0
11199,0
2731,0
33770,0
15164,0
29181,0
18415,0
31129,0
34998,0
41128,1
33652,0
11324,0
23293,0
28012,0
12584,0
19642,0
30067,0
37406,1
14736,0
27834,0
14577,0
8841,0
11462,0
30889,0
31453,0
9227,0
39517,1
24451,0
38864,0
28461,0
10018,0
10386,0
8282,0
26933,1
13635,0
38242,1
36362,1
9556,0
17989,0
11481,0
139,1
1467,0
5626,0
36889,0
2051,0
40381,1
25987,0
37167,0
17051,0
25015,0
29596,1
13357,0
9884,0
24115,1
17583,0
206,0
29771,1
9174,0
35141,0
3777,0
1610,0
41007,1
10903,0
32877,0
35832,1
24248,0
15951,1
11691,0
23526,0
5471,0
3841,0
38966,1
30043,0
29727,0
25666,0
15499,0
36562,1
23620,0
39413,0
37805,1
38977,0
35623,0
24752,0
39507,0
34697,0
22500,0
31374,0
16565,0
28446,0
23936,0
24258,0
14666,0
1851,0
2699,0
32799,0
7348,0
13165,0
34709,0
40608,0
16896,0
33452,0
7779,0
26060,1
29188,0
411,0
24067,0
7834,0
28907,0
29187,0
40253,0
3374,0
7970,0
19774,0
31364,1
23740,0
20048,0
23471,0
3906,0
18113,0
7110,0
4850,0
13893,0
40440,1
29154,0
14737,0
11452,0
1404,0
3735,0
2861,0
2808,0
14772,0
35079,0
33537,0
28592,0
35076,0
22785,0
27024,0
8465,0
2439,0
34650,0
36983,1
15735,0
10974,0
11443,0
38509,1
38979,0
7874,0
30967,0
35315,0
30723,1
26352,0
28393,0
23675,0
2110,0
105,0
41000,1
15856,0
36142,0
15210,0
28809,0
12486,0
6529,0
25840,0
7692,0
21539,0
28691,0
21495,0
3733,0
34941,0
32498,0
14356,1
39576,1
26248,0
21218,0
10515,0
15874,0
19720,0
23777,0
6439,0
18454,0
31572,0
10519,0
3115,0
8871,0
5655,0
9312,0
25326,0
14373,0
30559,0
14670,0
20456,0
29668,1
32508,0
27610,0
2486,0
23730,0
30174,1
16836,0
16272,0
36739,1
560,0
11050,0
31569,0
38275,1
29056,0
22359,0
36074,1
17930,0
15129,0
13686,0
26335,0
16327,0
28681,0
12204,0
18899,0
29120,0
28802,0
13581,0
6791,0
13644,0
27144,0
24183,0
26244,1
37979,0
34813,0
25253,0
38847,0
2540,0
31810,0
586,0
31824,0
23167,0
11674,0
11231,0
35589,0
7392,0
11077,0
40780,1
23155,0
2109,0
6186,0
17492,0
30788,1
11271,0
37920,0
40355,1
220,0
35633,0
31063,0
7781,0
16878,0
674,0
16754,0
3748,0
29074,0
18918,0
8421,0
37069,0
30802,0
22732,0
9001,0
29720,0
3187,0
24715,0
20479,0
19792,0
15031,0
19134,0
19949,0
25028,0
161,0
23444,0
29969,1
36188,0
37060,0
23923,0
7175,0
9251,0
12214,0
2631,0
17731,0
6495,0
14463,0
36978,1
32151,0
30323,1
5045,0
850,0
39975,1
18210,0
39262,1
29366,0
4088,0
27370,0
19408,0
33451,0
39071,0
32135,0
30937,0
29754,0
33826,0
23077,0
11366,0
32732,0
628,0
30506,0
30982,0
24356,0
27795,1
40517,1
23325,0
33383,0
39783,0
3438,0
31393,0
7940,0
5690,0
24946,0
22391,0
12887,1
22496,0
19779,0
11217,0
6530,0
29505,0
9769,0
15968,0
29206,0
10318,0
1363,0
35962,0
28966,0
18815,0
6191,0
33143,0
24606,0
6392,0
33116,0
11296,0
35093,1
31220,0
17766,0
13213,0
5542,0
34021,0
23663,0
30304,0
8058,0
5024,0
39238,0
30322,1
30805,0
40197,1
20779,1
20128,0
28516,0
22468,0
16151,0
10193,0
6728,0
31144,0
17131,0
41064,0
21264,0
24462,0
1477,0
27776,0
32070,0
9681,0
32576,0
8510,0
39451,1
22454,0
5570,0
27174,0
28885,0
26811,0
6836,0
40131,1
28034,0
41146,1
18470,0
40187,0
24593,0
8213,0
27353,0
7372,0
30853,1
39397,1
17006,0
7732,0
3110,0
35160,1
5614,0
19458,0
9410,0
7481,0
29553,0
5515,0
38209,0
7971,0
38843,1
2922,0
20782,0
22566,0
35110,0
10137,0
40238,1
20368,1
13354,0
28913,0
18599,0
17597,0
30900,0
12086,0
8219,0
34682,0
19439,1
22056,0
5992,0
39067,0
505,0
37790,0
24803,0
32891,0
4019,0
19801,0
31779,0
13039,0
33878,0
667,0
1990,0
6032,0
20033,0
537,0
21147,1
36463,1
6248,0
6652,0
38333,0
35123,0
10404,0
29258,0
13510,0
5812,0
17099,0
25564,0
39864,1
39016,0
30722,0
36291,1
34364,1
9464,0
39137,1
15012,0
22942,0
36769,1
4073,0
3534,0
40617,1
16139,0
1094,0
18826,0
20930,0
35048,0
4823,0
15385,0
10264,0
21838,0
12169,0
33023,0
6722,0
11406,0
19644,0
32600,0
8889,0
19886,0
3620,0
1827,0
27329,0
8815,0
14398,0
24232,0
25999,0
33201,0
11582,0
5287,0
722,0
24808,0
22622,0
4405,0
23434,0
6280,1
10445,0
25673,1
33355,0
7341,0
32102,0
34525,0
14288,0
17062,0
5187,0
29878,0
10102,0
31589,0
6880,0
11246,0
40032,0
33158,0
20637,0
39074,1
34850,0
27807,1
261,0
6669,0
23389,0
37851,0
6099,0
4067,0
13377,0
1818,0
19810,1
30776,0
12637,0
11509,0
1390,0
29489,0
30691,0
7447,0
33680,0
35383,0
5819,0
32264,0
36796,1
6642,0
30818,0
20694,0
28770,0
26056,0
29213,0
31559,0
1182,0
13784,0
6089,0
40624,0
20209,0
13253,0
10309,0
1271,0
26785,0
20037,0
8752,0
15589,1
35492,0
17919,0
19021,0
41031,0
8118,0
6120,0
36176,0
4596,0
39838,0
6996,0
27102,0
7670,0
39151,1
29576,0
6332,0
39945,0
7132,0
24696,0
20152,0
18404,0
27649,0
39431,0
2694,0
38913,0
27555,0
2532,0
12213,0
27857,0
9206,0
34940,0
14009,0
8474,0
10512,0
6393,0
19932,1
8056,0
30577,0
14863,0
4780,0
33037,0
14253,0
30085,0
30753,0
30773,0
29821,0
18842,0
12872,0
35282,0
16858,0
7173,0
18423,0
18716,0
29785,0
40070,1
17724,0
2551,0
16040,0
10095,0
35007,0
17531,0
8179,0
35595,0
38916,0
30154,0
35741,0
31578,0
4138,0
18795,0
17377,1
5046,0
6058,0
14380,0
13076,0
712,0
24407,0
10839,0
30110,0
37708,1
21435,0
36035,0
31178,0
8503,0
10153,0
27388,0
25852,0
36123,1
16427,0
22174,0
17722,0
24121,1
22289,0
33430,0
24915,0
9519,0
10370,0
35064,0
8096,0
889,0
1106,0
6932,0
1829,0
18129,1
36956,0
38648,0
29108,0
37660,0
186,0
19841,0
5295,0
33837,0
6271,0
15863,0
31045,0
6648,1
16961,0
10701,0
1954,0
36080,0
23004,0
16932,0
11627,0
7133,0
14584,0
14855,0
33500,0
37886,0
327,0
31551,0
23891,0
7819,1
32970,0
2067,0
26850,0
33460,0
1228,0
20131,0
33462,0
40613,0
10400,0
16695,0
11037,0
21040,0
36171,0
5335,0
36210,0
37330,1
16740,0
612,0
8259,0
7902,0
23712,0
25971,0
31846,0
39833,0
2083,0
31718,0
14559,0
8151,0
8230,0
4418,0
7197,0
16474,0
6966,0
35221,1
9544,0
15438,0
39699,1
28166,0
394,0
17036,0
21194,1
12242,0
36167,0
40040,0
19751,0
9847,0
6441,0
23952,0
36137,0
21119,0
27290,0
25447,1
35620,0
39931,0
912,0
32613,0
27837,0
9516,0
16390,0
17786,0
3150,0
25730,0
13274,0
28538,1
2062,0
1977,0
27407,0
3666,0
13556,0
23729,0
16827,0
10477,0
1780,0
28841,1
32808,0
10188,0
28760,0
2895,0
35662,0
40786,1
19462,0
4783,0
30668,0
13203,0
31946,0
550,0
40483,1
1104,0
21383,0
38803,0
24310,0
18726,0
21498,0
27612,0
12645,0
17791,0
31522,0
37667,1
22767,0
24884,0
4894,0
31367,1
15170,0
12730,0
35821,0
26184,0
8320,0
27674,0
21673,0
9070,0
11886,0
30756,0
31692,0
38069,1
22829,0
16546,0
33781,0
35890,0
34843,0
747,0
3314,0
40605,0
21595,0
25465,0
25225,0
13375,0
25848,0
21985,0
9735,0
27346,0
33269,0
5477,0
37939,1
32372,0
11312,0
31429,0
32958,0
20343,1
7093,0
8646,0
9608,0
15955,0
990,0
19637,0
30270,1
25731,1
33215,1
40708,0
15838,0
10572,0
10723,0
31916,0
14172,0
26067,0
15278,0
29293,0
27375,0
39267,1
1239,0
28294,0
31073,0
8526,0
41035,1
13223,1
25929,0
4544,0
39444,1
9615,0
5624,0
4506,0
34736,0
24601,0
21638,0
12028,0
3504,0
2395,0
28819,0
8919,0
6042,0
37383,0
40364,1
17085,0
26006,0
35591,0
40244,1
35034,0
13591,0
33917,0
11279,0
31434,0
31636,0
1416,0
6340,0
25973,0
6923,0
7697,0
27079,0
17035,1
38515,1
14115,0
29746,0
29791,1
2278,0
19362,0
18612,0
7166,0
1275,0
4501,0
34280,0
37855,1
1807,0
33783,0
28441,0
31425,0
10086,0
34108,0
19015,0
5256,0
25570,0
38191,0
4363,0
3984,0
5468,0
23475,0
10666,0
24784,0
14582,1
1282,0
13298,0
5844,0
17289,0
5129,0
32369,0
9561,0
3671,0
907,0
38415,1
27976,0
22729,0
12808,0
3634,0
7468,0
31082,0
6582,0
25295,0
7454,0
6809,0
38636,0
13795,0
3810,0
22011,0
14352,0
32581,0
32765,0
22007,0
15018,0
31276,0
1264,0
38990,1
15216,0
24583,1
17327,0
11103,0
14295,0
39409,1
29028,0
15003,0
29776,0
7142,0
93,0
2008,0
27742,1
16244,0
19708,0
7034,0
15446,0
2344,0
38874,0
10609,0
18589,0
18593,0
22692,0
19679,0
31594,0
14552,0
20485,0
24830,0
25966,0
12948,0
27848,0
30548,0
5861,0
13811,0
4891,0
3873,0
40822,1
8183,0
18703,0
26343,0
32921,0
5122,0
22735,0
39856,1
6506,0
28320,0
26624,0
37596,0
7992,0
16185,0
14,0
20489,0
39152,1
39821,1
3762,0
4778,0
24966,0
33335,0
33299,0
36990,0
8400,0
27986,0
12248,0
6742,0
24914,0
17379,0
9587,0
16909,0
39601,1
32332,0
5114,0
17020,0
23228,1
10089,0
17273,0
13701,0
864,0
5101,0
16498,0
449,0
33058,0
34710,0
32929,0
6657,0
20396,0
6840,0
30524,0
17108,0
30233,1
33649,0
2172,0
6178,0
17783,0
18831,0
5533,0
3434,0
36094,0
26270,0
6556,0
2209,0
12800,0
40582,0
16888,0
33106,0
35030,0
8418,0
14941,0
1861,0
24779,0
16086,0
12942,0
36259,0
40020,0
33528,0
7887,0
32969,0
6095,0
2793,0
24773,0
18687,0
24867,0
1880,0
14625,0
37819,0
15569,0
11127,0
31357,0
10240,0
23562,0
26323,0
17477,0
152,0
10750,0
8083,0
21445,0
21095,1
38940,0
33653,0
2290,0
16032,0
31381,0
35653,0
16536,0
21332,0
40285,0
22115,0
6222,0
14393,0
22712,0
35777,0
8060,0
25880,0
6134,0
20297,0
19154,1
18529,0
5383,0
32168,0
11764,0
28621,0
29302,0
32290,0
12562,0
35655,0
11010,0
7269,0
1646,0
29,0
38317,0
27112,0
8427,0
22362,0
34142,0
28317,0
26220,0
8507,0
5452,0
10338,0
38490,1
37035,0
15916,0
6841,0
30479,0
3657,0
30862,0
23344,0
31755,0
5750,0
31595,0
18453,0
31101,0
34478,0
14129,0
19033,0
22262,0
20798,0
13237,0
26803,0
11421,0
10140,0
1352,0
62,0
33475,0
27282,1
9264,0
28732,1
8386,0
9636,1
22508,0
10302,0
20896,0
16608,0
29369,0
1639,0
32880,0
24494,0
7810,0
27575,0
6739,0
38097,0
35864,0
31140,0
21579,0
23083,0
28725,0
19857,0
28864,0
22974,0
39297,0
38234,1
23011,0
33506,0
25025,0
36829,0
1031,0
37111,0
39001,0
40793,0
31037,0
1086,0
40063,0
3282,0
9929,0
18305,1
29901,0
33095,0
26640,0
19028,0
34633,0
4113,0
432,0
14447,0
28303,0
34640,0
31712,0
38023,0
32357,0
39388,1
40646,0
29396,0
27950,0
21967,0
9133,0
16253,1
16282,0
14214,0
36667,0
20283,0
33721,0
32422,0
28275,0
24374,0
11174,0
3213,0
10253,0
33901,0
12234,0
19530,0
23956,0
6302,0
6001,0
38396,1
29623,0
9961,0
25099,0
16646,0
31321,0
14911,0
1569,0
26835,0
9043,0
23000,0
30122,0
26339,0
30545,0
24450,0
14687,0
28477,0
39469,0
31277,0
36746,0
16426,0
21564,0
36679,0
12330,0
8473,0
23158,1
36569,1
24957,0
5622,0
16943,0
19645,0
6206,0
3264,1
4931,0
37046,1
16562,0
36684,0
23755,0
1570,0
32897,0
20715,1
15372,0
17075,0
38026,1
37612,0
34866,0
33806,0
35787,0
18560,0
24458,0
5469,0
22989,0
20331,0
27502,0
35723,0
21644,0
32649,0
18389,0
716,0
13067,0
33312,0
30760,1
39342,1
8552,0
5319,0
1476,0
33910,0
6605,1
14371,0
22889,0
40342,1
7089,0
2384,0
2236,0
5224,0
19854,0
14010,0
9745,0
39904,0
29078,0
29778,0
10340,0
2567,0
1576,0
16500,0
13056,0
1014,0
9414,0
30412,1
12087,0
31450,0
26133,0
21921,0
13863,0
22013,0
25023,0
35900,0
24579,0
20921,0
3838,0
17508,0
11817,0
18805,0
24160,0
10981,1
23306,0
38588,0
15805,0
19181,0
8292,0
21245,0
17758,0
6649,0
12508,0
35078,0
25314,1
36547,1
31417,0
9380,0
5842,0
39214,0
32150,0
38834,0
16095,0
19272,0
18634,0
7487,0
4675,0
33008,0
11439,0
4676,0
1042,0
5761,0
22434,0
7594,0
37755,1
18908,0
16352,0
39536,0
26790,0
11024,0
11266,0
3469,0
29009,0
30665,0
28085,1
4651,0
22083,0
2673,0
10099,0
30995,0
25794,0
37251,1
23087,0
17240,0
916,0
17568,0
40395,1
11753,0
13479,0
37611,0
17911,0
5157,0
33304,0
4355,0
33085,0
9306,0
16605,0
20787,0
25654,1
26576,0
17205,0
25451,0
32962,0
14763,1
7576,0
27511,0
9885,0
29569,0
35352,1
38021,1
18237,0
10708,0
6789,0
2418,0
28521,1
4048,0
9972,0
574,0
32303,0
11616,0
4674,0
40703,1
10774,0
1988,0
18978,0
37443,0
37024,0
14308,0
6522,0
13492,0
5066,0
36238,0
39577,0
13709,1
31601,0
40964,0
36000,0
28833,0
40473,1
20495,1
36415,1
33495,0
11104,0
17115,0
12001,0
40486,0
31678,0
39239,1
757,0
24989,0
14418,0
5648,0
37782,0
28258,0
15820,0
12099,0
23197,0
13390,0
5480,0
16057,0
38547,1
28043,1
30492,0
14066,0
6767,0
27521,0
4481,0
25881,0
24106,0
10450,0
6400,0
13355,0
39957,1
8365,0
897,0
34381,0
34541,0
30516,1
31194,0
26510,0
7768,0
13823,0
17175,0
14790,0
8656,0
16910,0
29715,0
27865,0
29876,0
32587,0
5637,0
13374,0
38411,1
18214,0
34829,0
10398,0
29305,0
31617,0
25572,0
36933,0
32123,0
27690,1
12919,0
5813,0
33632,0
17340,0
26682,0
29694,0
38899,1
19322,0
9647,0
25291,0
36139,0
13548,0
6386,0
6761,0
24794,0
8189,0
22588,0
7977,0
8313,0
12220,0
796,0
6989,0
22904,1
25624,0
18628,0
13534,0
8581,0
12939,0
15140,0
38096,1
14779,0
25785,0
30892,0
20154,0
32399,0
37032,0
28459,0
26093,0
28837,0
28281,0
6467,0
33683,0
22472,0
18451,0
4479,1
24335,0
418,0
35447,0
21850,0
32198,0
6656,0
39508,0
40845,1
18910,0
7951,0
38995,0
13938,0
7434,0
21584,0
36899,1
26333,0
30820,0
24689,0
16877,0
20355,0
4741,0
20480,0
33337,0
9404,0
2115,0
27401,0
7679,0
15093,0
7721,0
10344,0
35015,0
24692,0
32654,1
35934,0
9472,0
19252,0
38610,0
26899,0
35158,0
23326,0
9523,0
31952,0
7308,0
11766,0
11321,0
10706,0
3573,0
16809,0
7562,0
3484,0
430,0
30841,0
18543,0
3217,0
21833,0
21810,0
4671,0
36368,0
1769,0
14250,0
14516,0
29450,0
88,1
20372,0
24362,0
476,0
31024,0
6829,0
24857,0
11331,0
34587,0
38878,1
30104,0
30727,1
35292,0
19984,0
15501,0
40700,0
39116,1
18,0
26810,0
5352,0
35970,1
40110,0
12827,0
31174,0
30489,0
2859,0
10620,0
8909,0
32764,0
6772,0
3072,0
17158,0
25821,0
30473,1
30352,0
24491,0
6995,0
26149,0
17358,0
30221,0
20400,0
26759,0
15829,0
10883,0
13025,0
4342,0
9677,0
29156,0
36841,0
34740,0
23525,0
3262,0
2383,0
12946,0
25150,0
12639,0
23088,0
19573,0
29294,0
8727,0
33907,0
37192,0
37578,1
32450,0
33723,0
3475,0
35164,0
4510,0
21805,0
33706,0
38771,0
39057,1
32716,0
31322,1
356,0
23025,0
33732,0
17004,0
27260,0
14094,0
25665,0
19389,0
8132,0
654,0
20475,0
7949,0
2788,0
9398,0
18790,0
39842,0
1959,0
1523,0
38180,0
6122,0
9441,0
17655,1
28911,0
13083,0
3208,0
28176,0
32583,0
16003,0
16624,0
2679,0
19648,0
36687,1
14960,0
25464,0
14717,0
22414,0
8301,0
37246,0
26235,0
5083,0
9939,0
16458,0
3102,0
6481,0
34473,0
37495,1
34306,0
19137,0
19497,0
36261,0
36699,1
18955,0
19442,0
10496,0
29191,0
26781,0
1320,0
11758,0
32596,0
20662,0
25917,0
27493,0
17094,0
5390,0
19354,0
25010,0
9550,0
21198,0
20879,0
21560,0
3318,0
33191,1
32892,0
26196,0
6951,0
14460,0
13580,0
24346,0
13616,0
23330,1
16403,0
21631,0
1764,0
23267,1
13522,0
40953,0
26845,0
8493,0
10425,0
27982,0
2077,0
14101,0
12252,0
1709,0
9794,0
46,0
33373,0
385,0
7729,0
12420,0
6347,0
1541,0
32317,1
2876,0
1805,0
10915,0
29949,0
33720,0
34354,0
11479,0
1703,0
39993,1
2145,0
164,0
28706,0
37349,0
22981,0
3203,1
40688,1
15188,0
10115,0
16487,0
1447,0
3350,0
5792,0
400,0
24868,0
40098,1
25068,0
32277,0
19680,0
9807,0
25581,0
39393,0
34032,0
37883,0
39516,0
15135,0
1841,0
7658,0
37713,1
9230,0
29602,0
41107,0
12752,0
39072,0
28366,0
36449,0
30116,0
38407,1
30811,0
37137,0
14682,0
3367,0
23943,0
312,0
5791,0
25496,0
6651,0
21866,0
37569,0
37803,1
38013,0
28060,0
38768,1
25252,0
40776,0
7255,0
8578,0
30917,0
49,0
1212,0
23995,0
21056,0
4763,0
6126,0
2565,0
34353,0
15235,0
27285,0
28465,0
34308,0
35504,0
38091,1
2805,0
28125,0
28672,0
21026,0
10736,0
19445,0
25331,0
1290,0
40984,0
7752,0
27433,0
21918,0
27973,1
9389,0
37600,0
34930,0
9409,0
9392,0
40929,1
24594,0
17593,0
11954,0
21649,0
35622,0
8856,0
9508,0
27927,0
5327,0
17395,0
20596,0
17194,0
32306,0
34485,0
11822,0
33794,0
